id_pessoa,idade_pessoa,renda_pessoa,propriedade_residencial_pessoa,tempo_emprego_pessoa,id_emprestimo,motivo_emprestimo,nota_emprestimo,quantia_emprestimo,taxa_emprestimo,status_emprestimo,percentual_renda_emprestimo,id_banco,existencia_inadimplencia_banco,tempo_primeiro_credito_banco
ckRRlKbM-SqNu,35.0000,17280.0000,Rent,6,bY7Zte8B-e5d3,Education,D,7200.0000,12.36,1,0.42,A0KFvL9Z-m82G,N,5.0000
YGpbZJwL-3h8G,22.0000,48400.0000,Rent,6,gAOt0XJR-rCKe,Venture,C,12000.0000,14.65,1,0.25,9a0n2FOM-R5Pb,Y,3.0000
XoYK5YF3-vSPa,29.0000,69600.0000,Rent,13,Qhyh9YIZ-zqLj,Homeimprovement,B,5600.0000,11.99,0,0.08,Nq6SS2Ux-yHej,N,6.0000
5XAdCJYm-41SB,30.0000,71000.0000,Rent,8,IB8Dlb8D-7FN4,Venture,B,8000.0000,11.12,0,0.11,QrnCyHSb-4XgR,N,8.0000
tjrbUQys-Omln,21.0000,60000.0000,Rent,3,PoaIweHF-0aHG,Debtconsolidation,B,5600.0000,9.25,0,0.09,8zqpKsan-wmkt,N,3.0000
4qmdHZS5-I5yC,26.0000,55000.0000,Mortgage,10,g34yCNju-2PzN,Medical,A,3000.0000,6.76,0,0.05,M2iiyFgN-3zWr,N,2.0000
6ybEX9Un-rD0b,40.0000,40000.0000,Own,2,CUZAfKqP-l1oW,Education,E,10000.0000,11.013104465037149,0,0.25,vQvf7F7Y-eqdS,N,16.0000
wrmcvxtY-Jk0A,23.0000,51000.0000,Rent,3,7ACZ0DvU-fi6D,Education,C,12000.0000,12.99,0,0.24,GN1KmHZW-YG74,N,3.0000
XaEwQwvr-hjEx,36.0000,59800.0000,Mortgage,20,CIfetqJp-L0Iv,Venture,D,18200.0000,18.25,0,0.3,Mv8rtw5O-IFCp,Y,15.0000
zKP3jRDs-Doar,28.0000,25200.0000,Rent,5,kbytp6DR-cehC,Personal,D,11500.0000,14.46,1,0.46,piP1yTwk-vbyr,N,10.0000
3wWbKpZO-S4TX,25.0000,33600.0000,Rent,2,Zt1hNDYJ-xlZA,Medical,C,10000.0000,11.03,0,0.3,H1U2inyx-TWFo,Y,4.0000
jydvx7vu-mgbM,23.0000,54000.0000,Rent,7,lIYJ1u4g-OiFu,Medical,C,9500.0000,14.65,0,0.18,3niy1dFg-l0gh,N,2.0000
LCDosveF-Gf4S,24.0000,60000.0000,Rent,1,lwsqzojw-yEc9,Venture,B,9000.0000,11.58,0,0.15,bb3NA5QU-fnX9,N,3.0000
lDgsd8tS-tFIM,24.0000,135000.0000,Mortgage,4,uddw8ySN-K3Qr,Medical,A,25000.0000,7.49,0,0.19,YZPNQoNr-z63N,N,2.0000
CaT6E3pl-dln9,21.0000,90996.0000,Mortgage,5,XDq4ugJ2-7pGN,Personal,B,6000.0000,9.99,0,0.07,qQLoHuaB-lelH,N,2.0000
nvCdSziN-THOu,22.0000,54000.0000,Mortgage,3,4E0ta8NE-fuhu,Debtconsolidation,D,22750.0000,11.013104465037149,1,0.42,xngtSdOB-rf3H,Y,2.0000
Z1GfOtKo-uNYb,23.0000,10500.0000,Rent,4.787874228975478,zaurSQoN-I0zd,Medical,B,1000.0000,10.25,1,0.1,Yoa13ABR-yuIU,N,2.0000
YRj71mTw-AY4W,36.0000,100000.0000,Mortgage,2,e9sjTbC0-f3WF,Education,A,8000.0000,6.76,0,0.08,pqyJhsUl-0ro7,N,11.0000
7Mdi0fnd-04TA,38.0000,27500.0000,Mortgage,5,UBcZPnfr-DwWM,Medical,C,4700.0000,13.92,0,0.17,Sg1Dhbak-q2Gf,N,13.0000
xvNktW0Q-LEHn,21.0000,56000.0000,Rent,5,wG45D0XY-pWES,Homeimprovement,E,15000.0000,16,1,0.27,O95yHagc-gEqS,Y,4.0000
kmTkdHvZ-kyC3,27.0000,35000.0000,Rent,2,kKqCobww-6GRG,Medical,A,6000.0000,9.32,0,0.17,sqZjqkO4-X65D,N,10.0000
2NzFgXfs-mFdC,33.0000,41000.0000,Rent,2,Xe76RoL4-Xy1A,Medical,B,8400.0000,11.71,0,0.2,kIXhRtlf-q7qd,N,6.0000
fx5cUfP4-DyOk,36.0000,130000.0000,Mortgage,9,e6JQFYmg-EvJg,Personal,B,12000.0000,11.013104465037149,0,0.09,bUlTNN86-38D5,N,14.0000
hYvWHqSC-yqm6,30.0000,108000.0000,Mortgage,14,FpjliSLe-Gjd3,Homeimprovement,B,5000.0000,10.99,0,0.05,lvqk82qB-pPed,N,5.0000
rr7jNI2C-DSLY,40.0000,55000.0000,Mortgage,2,xcTXNASp-plKq,Venture,A,3600.0000,6.39,0,0.07,fWRNk55R-BXhT,N,14.0000
4XQAuYmx-4U4B,34.0000,128000.0000,Own,0,61pBiY87-LoCC,Debtconsolidation,E,25000.0000,17.39,1,0.2,I4LLCdaQ-3yeK,N,5.0000
pShnHU3d-zMSH,22.0000,43600.0000,Mortgage,4,g5v32Jip-R6Y9,Debtconsolidation,D,10000.0000,14.96,1,0.23,UcFfRWza-PuaM,N,2.0000
keAhoLPZ-thrY,24.0000,62400.0000,Rent,8,q2GaAv1u-nEbk,Education,B,15000.0000,9.45,0,0.24,vePc6Tqi-hmWP,N,2.0000
tkxQ3AsP-gPLa,22.0000,66024.5583,Mortgage,6,Bdr7wvAc-mGB9,Venture,A,5600.0000,11.013104465037149,0,0.07,NRZiXkWB-WyYG,N,13.0000
Szmcd0dZ-mOpG,29.0000,140000.0000,Mortgage,13,JMA976Fs-rgAs,Venture,A,12600.0000,11.013104465037149,0,0.09,QBjAsd20-aynd,N,6.0000
ru54sbJY-0At6,37.0000,117000.0000,Rent,10,37YKC6ty-Plfb,Education,A,10000.0000,7.66,0,0.09,0XbHT1N8-eS4O,N,11.0000
jlQ1dTvg-AvlS,36.0000,45000.0000,Rent,12,sWb2CMv8-0ZIh,Medical,D,10000.0000,15.99,0,0.22,TqwuTNFy-B8x4,N,14.0000
zirj0E01-8TLx,27.0000,43500.0000,Mortgage,0,msrLWugz-Q4dQ,Medical,B,1200.0000,11.013104465037149,0,0.03,PriUH1wg-WhgQ,N,5.0000
SONYlkca-tgap,24.0000,56000.0000,Mortgage,3,t552fqdD-8gko,Education,A,15000.0000,8.49,0,0.27,Zc2MtmZw-StYe,N,2.0000
RfSa0oDc-I7ve,41.0000,47000.0000,Mortgage,5,N72qSOSO-w0PZ,Education,B,7500.0000,11.12,0,0.16,Sd69jBnU-O4oL,N,13.0000
0cs93Rjn-Fgdr,25.0000,50000.0000,Mortgage,9,5ldWufed-WJUD,Debtconsolidation,A,18000.0000,7.88,0,0.36,8uc86Htt-j0nL,N,4.0000
O1zdqs70-05Fz,25.0000,97700.0000,Mortgage,6,UroxjE9x-yu3f,Personal,A,8000.0000,7.49,0,0.08,1PZjfq36-wSDk,N,2.0000
O9sLR1dX-kb6d,22.0000,16800.0000,Mortgage,5,tWax74CS-lnxg,Education,B,2000.0000,10.65,0,0.12,I4WoCGvm-5lHA,N,2.0000
uBfpgehn-Ba7R,40.0000,132000.0000,Mortgage,7,mAa4RZmb-0Dhu,Homeimprovement,A,7500.0000,7.29,0,0.06,UmUamyes-b3RX,N,15.0000
8Fbppelu-eKnR,23.0000,42000.0000,Rent,4,W3QjfBO2-jmhO,Personal,A,10000.0000,5.42,0,0.24,S9zMallF-rruw,N,3.0000
cyr3Chys-G5M1,32.0000,50000.0000,Rent,6,FNZ9lnL0-h6hR,Debtconsolidation,B,10000.0000,9.25,0,0.2,HEHarEsv-5zLd,N,8.0000
8xB4zxru-qsNt,37.0000,55900.0000,Mortgage,1,WsFPpH3Z-a5r6,Education,B,17000.0000,8.7,0,0.3,3L89NQ6r-srWI,N,11.0000
ttu326kr-Tmvy,31.0000,60380.0000,Mortgage,10,AkACQ44g-2R5l,Personal,B,6000.0000,11.48,0,0.1,8taSzr25-ExLW,N,10.0000
a06zxdKA-l5sm,27.0000,75000.0000,Rent,1,vAfvstcH-j99r,Education,B,14400.0000,11.36,0,0.19,oEYCQ23r-0qhh,N,7.0000
OwlcMU9o-A6W2,26.0000,95000.0000,Mortgage,9,Y8AzI8WD-yOEW,Education,D,25000.0000,16.89,0,0.26,aKpWtY5T-QRXB,Y,2.0000
1iIsdvC0-xUz2,23.0000,93000.0000,Own,7,pg6QgmRp-TxoB,Venture,B,10000.0000,9.88,0,0.11,eSJI5xiO-0hox,N,3.0000
tpQcpf6U-BJqH,26.0000,64000.0000,Rent,2,fPCpx2K4-vg2w,Medical,A,3000.0000,11.013104465037149,0,0.05,BNvDOzYP-S1GX,N,4.0000
rCbMPyIY-ibea,48.0000,36655.0000,Mortgage,4.787874228975478,KO45piDL-Rs0u,Homeimprovement,B,15000.0000,12.69,1,0.41,Qnp1DNTo-IP2P,N,16.0000
jsK6p1zN-PcaF,21.0000,52000.0000,Rent,4.787874228975478,ihSwHcg2-ATGA,Education,B,5000.0000,11.013104465037149,0,0.07,ye4ai9Hr-rGC7,N,7.0000
le5JZGWo-ZMUe,34.0000,30000.0000,Rent,4,1WApFU8w-5gYa,Venture,B,3350.0000,10.99,0,0.11,HdOMUYjw-R9CC,N,10.0000
pEE9Jum3-Sv3T,24.0000,40000.0000,Rent,4,3gJEoWhY-7e9p,Personal,C,6000.0000,13.99,0,0.15,ft7WMbKg-Lxrp,Y,3.0000
LLNjvafh-fMEF,23.0000,75000.0000,Mortgage,7,wpjJSWKl-gMMN,Education,A,16100.0000,7.9,0,0.21,QI1NYcHg-uqbB,N,3.0000
RR1P4bhP-TcuO,24.0000,85000.0000,Mortgage,8,SA5g0Aae-3LK1,Personal,A,10400.0000,5.79,0,0.12,94FbFROk-OEvo,N,4.0000
EG7iDSx4-3BNB,28.0000,190000.0000,Mortgage,1,I1WHbx3K-SYe3,Homeimprovement,D,35000.0000,17.49,0,0.18,tUXxnu20-UicX,N,6.0000
rFT289Ll-Qdl1,24.0000,90000.0000,Rent,0,LkuJ3dc5-PUHX,Debtconsolidation,B,5000.0000,10.59,0,0.06,Wg2Y5h6B-pICY,N,2.0000
nuzT3BOW-LXQd,23.0000,66200.0000,Rent,5,wKn4uLa8-Q0U4,Personal,A,8500.0000,11.013104465037149,0,0.13,14nu6OJi-McJ6,N,2.0000
IpR1jjfK-pFby,40.0000,60000.0000,Rent,0,WqgZ0b60-vqlq,Debtconsolidation,B,6500.0000,11.11,0,0.11,kZINnI8e-XgFU,N,13.0000
Xqtccsxc-ThUm,24.0000,78500.0000,Mortgage,8,5M2kHP21-dols,Venture,A,6000.0000,7.49,0,0.08,gxPcEEoq-DD0n,N,4.0000
sQWUF137-Ti3p,40.0000,1200000.0000,Mortgage,1,rfqaHjhD-T1hf,Medical,A,10000.0000,11.013104465037149,0,0.01,2lEArNSU-USfZ,N,16.0000
N1pRgWt3-ja3g,51.0000,38000.0000,Rent,7,6Xkn5Uqz-ZY20,Personal,B,13000.0000,12.42,1,0.34,krbO9tc2-rQs1,N,18.0000
oJYivC9j-XMXH,26.0000,90000.0000,Rent,3,CkiPzU2y-b9Jh,Education,C,8000.0000,14.27,0,0.09,qHiejj0B-yBFk,N,3.0000
Ja5W85IU-eW1w,33.0000,25200.0000,Rent,0,9gwN6g2N-NTeT,Medical,B,5500.0000,9.88,0,0.22,bJxfuaql-OmHT,N,7.0000
BamAA5Uc-IDPR,33.0000,39600.0000,Mortgage,0,MSskWTaf-MUaa,Personal,A,3000.0000,7.68,0,0.08,J5Li7Aae-3PKl,N,7.0000
dwxNMqyA-ryDN,24.0000,135000.0000,Rent,8,amBxfcO0-kjn5,Venture,B,16000.0000,10.62,0,0.12,D4HQlIJx-EKbw,N,2.0000
aBNLzz5y-B7ZQ,28.0000,60000.0000,Mortgage,8,uhnoXznF-IKmF,Medical,B,20000.0000,11.71,0,0.33,RKKFiM6p-QPiL,N,5.0000
ZtBP5XXs-wSG7,21.0000,44000.0000,Mortgage,2,zeUfS37F-7ifY,Debtconsolidation,A,12000.0000,11.013104465037149,0,0.27,Xnsv3Qjc-3QoB,N,2.0000
PZw9yf8I-kcKU,25.0000,36000.0000,Rent,9,ifzSHjwx-rXWT,Debtconsolidation,C,6000.0000,14.72,0,0.17,npkuseAo-5msm,N,2.0000
Wxn9Ffry-iSBc,25.0000,65004.0000,Rent,0,ygQChzrF-uKB2,Debtconsolidation,C,6000.0000,12.87,0,0.09,qk0mCa9S-S0uq,N,4.0000
a5qWAeq5-0Cn8,31.0000,85000.0000,Rent,1,WTi5geRz-9XMs,Medical,A,18500.0000,7.51,1,0.18,ArWsGozr-m4WI,N,7.0000
LisFDChF-hvK4,24.0000,34000.0000,Rent,3,m8jGj5bQ-WLWn,Debtconsolidation,A,1500.0000,8.94,1,0.04,volOwEnG-mmg9,N,2.0000
2AoleXfn-xcvN,28.0000,84000.0000,Rent,7,wNnpJxrW-jJf4,Personal,E,25000.0000,15.95,0,0.3,SnE0EBsT-YiKA,Y,7.0000
c8kCGozR-HEmE,27.0000,66240.0000,Rent,7,OKD2WYio-nQUT,Venture,A,5000.0000,5.79,0,0.08,zbPPnCOK-J1HT,N,6.0000
cSy1SygW-ML2N,26.0000,76668.0000,Rent,10,Rabq9h7E-kgCa,Education,A,7200.0000,9.63,0,0.09,U1HFrGeh-vxqM,N,3.0000
Z2wx3Tc2-hB88,32.0000,60000.0000,Mortgage,16,2m9OojAv-9Jw2,Medical,A,6000.0000,6.62,0,0.1,WS7D2csJ-8lw3,N,7.0000
l1WO0zr2-xt1z,24.0000,75000.0000,Rent,4,YIWF4yTL-laZ1,Education,B,25000.0000,10.25,1,0.33,XZR3dzqQ-J6ph,N,4.0000
aE30HBKR-Yoze,23.0000,100000.0000,Mortgage,8,Wnq5LSN0-DkXB,Venture,A,10000.0000,7.66,0,0.1,oXgDnl5X-u6KH,N,2.0000
NvOb1F7y-pjn9,31.0000,54996.0000,Rent,6,tZI9B8sq-3myp,Personal,A,5000.0000,11.013104465037149,0,0.09,H5Ojxitz-NOXH,N,10.0000
8dFeisAE-AqUd,33.0000,28200.0000,Rent,2,guydQ55Y-xAsr,Education,C,9000.0000,11.013104465037149,1,0.32,vvqC8Ryf-MDiy,N,8.0000
WOm68ybv-4qfz,24.0000,54000.0000,Own,8,j48vDxzd-WzCt,Personal,B,10000.0000,10.99,0,0.19,TNUugZc5-GAmi,N,3.0000
y5mLU5X7-v5YN,27.0000,65004.0000,Own,1,rkp3KI3i-FDHJ,Homeimprovement,C,12000.0000,12.09,0,0.18,uTeuG91E-1qSQ,N,7.0000
J23nKcT8-FSIM,24.0000,76494.0000,Mortgage,3,Upx50sg3-loQq,Debtconsolidation,A,12000.0000,11.013104465037149,0,0.16,5M1pnkXa-e2IX,N,3.0000
uSCy6Sbs-B57o,22.0000,33000.0000,Rent,3,lZTLHtvN-gs0K,Medical,A,4800.0000,7.49,0,0.15,KMXtfeYi-vN7H,N,4.0000
k9ydCZxc-tJyp,25.0000,105000.0000,Mortgage,1,U8JbA6Mu-eM4t,Personal,C,15000.0000,12.53,0,0.14,3mJg0oHR-CjaH,Y,3.0000
81NchY0d-YZd0,29.0000,47000.0000,Rent,0,d3lfTEap-X3XF,Medical,B,3000.0000,10.25,0,0.06,9bhh0Qi0-qDGg,N,7.0000
zF0UdC2W-lC7L,29.0000,113000.0000,Mortgage,5,mnlWlzXc-MI5C,Homeimprovement,C,25000.0000,13.16,1,0.22,isazQSyJ-AMGK,N,9.0000
PL8evgR1-60xk,23.0000,77927.0000,Mortgage,7,2LM3xcLy-gQSu,Education,C,15000.0000,12.99,0,0.19,CZeZxXIy-CssS,Y,4.0000
jTCJNgca-Lybv,39.0000,57000.0000,Mortgage,16,B7RYfZsk-QPCe,Education,B,6300.0000,10.99,0,0.11,BFGgRM9G-Xwax,N,17.0000
vikOGOHx-veZh,25.0000,30000.0000,Mortgage,2,vggppasd-ozXt,Personal,A,11500.0000,8.59,0,0.38,vhRzpicK-wnSb,N,4.0000
1RMIbIlG-NUYK,28.0000,49861.0000,Rent,2,FAdZK3Zt-LHcp,Medical,C,25000.0000,13.11,1,0.5,ZSD1g55v-vz2f,Y,7.0000
AnAG7N3k-Awiz,22.0000,58000.0000,Other,3,CuOot00e-CwWd,Venture,C,15000.0000,13.79,0,0.26,5Zp33wS6-6jZj,Y,2.0000
9PrDxQPB-F43c,27.0000,55000.0000,Rent,1,bI3qAlJf-c6fY,Education,A,17000.0000,7.88,1,0.31,F4q7Y6Ou-fHl9,N,5.0000
5MLIAZZl-EalD,23.0000,27996.0000,Own,1,9lCNNB5i-sjKH,Education,C,4200.0000,14.72,0,0.15,KiZyxmyf-ZtDO,Y,4.0000
dUulJMJy-L1tr,25.0000,66024.5583,Rent,4.787874228975478,kirHnDFd-a6hA,Debtconsolidation,C,2500.0000,6.03,0,0.08,ztgj2ASt-Fhy6,N,4.0000
O5N48y9I-2RZI,27.0000,150000.0000,Mortgage,11,OWRReDSD-DbWw,Personal,B,25000.0000,10.36,0,0.17,BblBN8rt-YbO6,N,7.0000
5zrgU7PO-Cp6d,36.0000,49000.0000,Own,4.787874228975478,UPI0QKmx-DJMc,Personal,D,4200.0000,16.02,0,0.09,6gTt1xgA-Rgzj,Y,13.0000
ZDle3RbD-M1vN,26.0000,90000.0000,Rent,8,oQU89nRF-DcW5,Personal,C,8400.0000,11.013104465037149,0,0.09,CkoOuSbu-rDKy,N,2.0000
ansBDx56-0uMu,35.0000,27996.0000,Rent,14,itQiYI16-Yofi,Medical,B,8500.0000,11.58,0,0.3,Oz9LCsLJ-igpP,N,6.0000
NtmNzFYk-mOJl,39.0000,56000.0000,Rent,0,LwduuTyt-Q9HK,Debtconsolidation,E,4800.0000,16.7,1,0.09,c5AZJMF0-vG2M,Y,12.0000
Jkit89lC-Lmdq,23.0000,45000.0000,Own,0,jxmJiqUf-PfSs,Venture,C,8000.0000,12.84,0,0.18,UdCBUYSo-jUwm,Y,2.0000
4uShMdO6-CyG8,45.0000,26748.0000,Own,8,Px4nS8sO-0EQc,Medical,A,4000.0000,7.88,0,0.15,whtSohDo-GMk2,N,12.0000
JWMaeSPk-BLjn,29.0000,42000.0000,Rent,6,MdC4xbiI-9OIl,Personal,C,18000.0000,14.65,1,0.43,4QJIARhJ-8ojm,N,7.0000
IRSTL79Y-QIcb,26.0000,34995.0000,Rent,4,ESBk5lmw-Lei6,Education,A,10000.0000,7.88,0,0.29,lgIOKThP-HH3w,N,2.0000
BIQQcgP2-ZDM7,22.0000,22800.0000,Rent,3,TFB61B9i-DUzA,Medical,A,3000.0000,6.62,0,0.13,GnYjQ8tx-clno,N,3.0000
nHMrCNIf-fg0H,32.0000,101000.0000,Rent,0,h92GgsHL-d7wa,Education,D,15000.0000,17.58,1,0.15,RznQqCRT-LdDa,N,8.0000
FTDflfi3-6Pij,32.0000,34000.0000,Mortgage,5,xJ8Q45Zv-N1Ef,Debtconsolidation,A,4000.0000,7.49,0,0.12,6tc4ws3e-Rjca,N,9.0000
EUQBzwPb-xTx5,30.0000,90000.0000,Rent,14,MjiJopbK-0SUp,Medical,A,18000.0000,8.94,0,0.2,aAXJlTAR-jB1n,N,8.0000
NUDk8Y1Z-cxkt,22.0000,24000.0000,Own,1,YfQGFDZH-zTAd,Education,C,6000.0000,12.68,0,0.25,Qiu96owX-0CmE,N,4.0000
36cTv208-BCZ0,33.0000,90000.0000,Mortgage,12,ymABSsoP-xC89,Personal,A,6000.0000,5.42,0,0.07,BmbBLfnc-D4nt,N,7.0000
XsDERs2s-wzD6,26.0000,87360.0000,Rent,1,i05nPrch-Ayyr,Education,C,6800.0000,12.99,0,0.08,KpwXCEPg-j7q7,N,3.0000
2BbIY8ly-tKuF,27.0000,58000.0000,Rent,0,RU6Mk6kh-ys7B,Education,C,4600.0000,13.99,0,0.08,hfBfto1S-DKIC,Y,10.0000
i0hkf11C-M4if,24.0000,50400.0000,Rent,8,DM6GjM5J-mP2T,Debtconsolidation,A,1500.0000,11.013104465037149,0,0.03,CYwgq3dq-mG0I,N,4.0000
TgHcqnI6-zMNr,29.0000,59000.0000,Rent,6,WJ2e6Xtu-THp0,Education,B,13000.0000,11.49,0,0.22,3j6Qvhk8-Cw9n,N,10.0000
zPfsjxgg-CLQz,29.0000,93000.0000,Rent,13,uQnYeFHl-1UEm,Education,B,21000.0000,12.42,1,0.23,C2hozNLK-9udW,N,10.0000
zFBDgkhR-mS1e,34.0000,37000.0000,Rent,2,6MgiFTc1-AFxU,Education,C,6400.0000,13.61,0,0.17,BhcqeMXk-ksl5,N,9.0000
bhAbNhoq-ijR7,22.0000,65000.0000,Mortgage,0,m5fTH4lw-sK6M,Medical,B,3000.0000,10.36,0,0.05,ErgsgNa1-tlcO,N,3.0000
yQuJdXyJ-bD8K,24.0000,45000.0000,Rent,0,hXQ4NEzq-KKd7,Medical,C,11200.0000,12.04,0,0.25,mezgecdd-dDK8,Y,3.0000
mMU2JpGB-464H,36.0000,123000.0000,Mortgage,1,72yqacYi-Md4f,Debtconsolidation,D,2500.0000,14.91,1,0.02,MQmrPZt5-nhsH,Y,14.0000
sqEBsjMx-Uypw,31.0000,57000.0000,Rent,15,X1r3r47M-cTGy,Education,B,6000.0000,11.013104465037149,1,0.11,mHmofcDb-ZKu6,N,8.0000
xK1w5cS0-UCXr,32.0000,90000.0000,Rent,11,NMgFWFWN-2yGG,Homeimprovement,C,20000.0000,13.22,0,0.22,X2QCFd11-9oZt,Y,10.0000
jyDTAJed-t9m9,26.0000,125000.0000,Mortgage,10,5v2xQijq-azdO,Personal,A,10200.0000,7.49,0,0.08,SCXAyN0g-EzCX,N,4.0000
StudQ1zn-A4Br,31.0000,35000.0000,Rent,1,CySnefaM-0gGB,Venture,D,3000.0000,14.74,1,0.09,0s8elKK6-OrXD,Y,9.0000
OsnlX2NC-5N3o,30.0000,96000.0000,Mortgage,8,tSwg10tq-etF5,Education,C,18000.0000,13.49,0,0.19,vskaP8HB-zrxf,N,7.0000
OYI9MMuF-OXKi,28.0000,75000.0000,Mortgage,5,3f6SCC5J-anj4,Medical,A,16800.0000,6.03,0,0.22,9GKe7fsL-Itlx,N,8.0000
11Qs2CFk-WT4S,28.0000,38295.0000,Rent,5,S9RXgTYX-sJYE,Personal,C,12000.0000,11.013104465037149,1,0.31,IgJmGau6-biYz,N,7.0000
vuGhUwyK-oGQR,22.0000,60000.0000,Mortgage,6,YNXc0YPe-1Sde,Education,A,11200.0000,5.79,0,0.19,j8kiAdiW-QMdf,N,4.0000
Fq58p4HF-9o90,22.0000,15996.0000,Rent,3,YePOpYJu-uMB2,Education,C,4000.0000,13.35,1,0.25,QasgufKN-ouRH,Y,2.0000
49O5PBiL-sfxc,22.0000,85000.0000,Mortgage,4,DSMD67cu-US53,Venture,A,7000.0000,6.91,0,0.08,LZHxj9RC-t1fh,N,3.0000
he9oUx1Z-k4jS,24.0000,41000.0000,Rent,3,0YWxBlAd-dnCE,Education,B,7200.0000,12.53,0,0.18,KUCTFAY7-jXgW,N,2.0000
ArsAIBi5-7wsj,25.0000,60000.0000,Rent,2,iZNcMAWL-yQul,Education,B,20000.0000,11.013104465037149,1,0.33,FvIrghDt-CzfN,N,4.0000
pK04qR8n-NbU6,31.0000,39000.0000,Rent,0,v01zfjvM-nIgf,Venture,D,2500.0000,14.09,1,0.06,0il3ku6H-wcYP,N,5.0000
p5MDdZEi-12bp,30.0000,38000.0000,Mortgage,14,sCqv6Pip-O1Im,Personal,A,6000.0000,6.62,0,0.16,qNpMarsO-rvvd,N,5.0000
NeJT8RSM-qxJc,25.0000,60000.0000,Rent,5,pDEdSISa-juyr,Education,A,21450.0000,7.29,1,0.36,dHbd1n2m-rQXh,N,4.0000
BjvqMbsz-3uYX,37.0000,30960.0000,Rent,5,Mgx4OPuv-veaW,Venture,B,4800.0000,11.49,0,0.16,KrsLn3m2-ZCkO,N,16.0000
5At2X1zE-fjAu,23.0000,75000.0000,Rent,4,dYiQrGSy-I1WZ,Personal,C,6000.0000,13.98,0,0.08,KCvtP26l-Rabt,Y,2.0000
qEX0MUzz-SHY0,33.0000,48000.0000,Mortgage,1,Kst8juzm-MUgK,Debtconsolidation,A,6000.0000,11.013104465037149,0,0.13,uLTaBcST-2fhj,N,10.0000
tXpcFbQ1-y9up,31.0000,235000.0000,Own,5,PRaZzuZq-UgiS,Medical,D,11200.0000,15.65,0,0.05,Kja4WeWK-ZqXE,N,5.0000
CSOf30W6-Y5cx,32.0000,66100.0000,Mortgage,5,Q2ek35Kx-2CdE,Medical,A,5000.0000,6.03,0,0.08,YX4YT5YI-CCU3,N,8.0000
mfdQg2Ar-sEJy,24.0000,30000.0000,Mortgage,4,5tCjsrwG-tYv1,Medical,D,10000.0000,15.99,1,0.33,YqQvc0K0-Rrad,Y,2.0000
TU1nAcqc-pTW7,33.0000,29000.0000,Rent,0,fFeDST9b-o0sn,Education,C,10000.0000,13.06,1,0.34,XKp8JyYd-2SNW,Y,7.0000
v6XreIxX-bvv4,25.0000,26004.0000,Rent,8,w7oWuzoa-BRUR,Debtconsolidation,A,7000.0000,6.92,0,0.27,qA7Y03lp-c0Fk,N,3.0000
2QLhYBpo-7p5f,22.0000,78700.0000,Rent,6,49ejfz92-9pUc,Venture,C,14000.0000,13.48,0,0.18,WUUji0z1-aWoJ,Y,3.0000
3LGy6x7R-brzH,25.0000,22000.0000,Mortgage,9,CnbEuTli-K3Ry,Education,A,5875.0000,6.62,1,0.27,o0RD1IlM-KUIX,N,2.0000
yi6QBrvL-PCrw,21.0000,84400.0000,Own,2,P2EheXYc-DWtf,Venture,A,12000.0000,8.94,0,0.14,JsQYfa7a-Tlqs,N,3.0000
0xsOkDpi-g3Hk,29.0000,60000.0000,Rent,2,3Ay5ml6u-J0or,Personal,C,12000.0000,14.22,0,0.2,hLJ3Fbe0-yGpR,Y,6.0000
aRf1qcjM-Eaf9,36.0000,68000.0000,Other,2,SqzDt3MO-vHlj,Personal,A,7200.0000,9.63,0,0.11,x76j7Ayl-xpe9,N,15.0000
qhGE4ExZ-siNj,28.0000,38400.0000,Rent,0,DgmDfvtM-3ENi,Personal,B,3000.0000,9.25,0,0.08,0W8RZBdJ-gdq7,N,10.0000
Kgwb08nC-HKar,27.7309,36000.0000,Rent,3,Tft4MDZB-rqMa,Education,D,23475.0000,11.013104465037149,0,0.26,DJB6bnds-yBoP,N,6.0000
YU6biZA7-rcx0,29.0000,55000.0000,Mortgage,11,FBRaCfCR-zEmB,Personal,B,4000.0000,10.99,0,0.07,Xo6yhsi4-xdKY,N,8.0000
zYntcIcw-Szla,27.0000,29000.0000,Rent,4,oy1zASvo-Fq9c,Personal,A,9750.0000,7.51,1,0.34,PNbelwT3-MNRj,N,6.0000
75Av257N-zLRg,26.0000,37500.0000,Rent,3,IK3DDnba-msvP,Education,D,10000.0000,14.91,0,0.27,yvXJpK8I-DyHS,Y,3.0000
wROS8AN3-L7bY,23.0000,61000.0000,Mortgage,7,eHHAOT4I-FdEq,Homeimprovement,C,18000.0000,12.09,1,0.3,5lvWgdpz-8Ily,Y,3.0000
XfdKrC0w-pnxb,23.0000,75000.0000,Rent,0,BSISStN3-1Z92,Personal,C,1000.0000,13.23,0,0.01,WgsofU7u-hCDl,Y,3.0000
mMZqiJxJ-cPuM,24.0000,64500.0000,Mortgage,8,bZavxKv0-BTP4,Education,C,1200.0000,14.72,0,0.02,Z33oJEPm-3t9Z,N,2.0000
w5iQc1s1-HUM3,34.0000,70000.0000,Rent,1,IzGkyYrs-SlfX,Debtconsolidation,B,6000.0000,11.89,0,0.09,huSnX3Yt-Z6F5,N,7.0000
gmotqosr-uLYE,24.0000,120000.0000,Mortgage,3,QIa6TncX-6Dex,Homeimprovement,D,7000.0000,15.62,0,0.06,dJH9nM9a-p9Ic,N,2.0000
